source_id,source_name_abbr,reported_chemical_name,reported_casrn
158,chem_theatre,"2,4-DCP",120-83-2
158,chem_theatre,"2,5-DCP",583-78-8
158,chem_theatre,"2,7-/2,8-DiBDDs",NA
158,chem_theatre,"2,7-Br2Fle",16433-88-8
158,chem_theatre,"2,7-Cl2Fle",7012-16-0
158,chem_theatre,"2,8-DiBDF",10016-52-1
158,chem_theatre,2-BrFle,1133-80-8
158,chem_theatre,2-BrPhe,62162-97-4
158,chem_theatre,2-BrTriph,19111-87-6
158,chem_theatre,2-ClAnt,17135-78-3
158,chem_theatre,2-methylnaphthalenes,91-57-6
158,chem_theatre,2-MonoBDF,86-76-0
158,chem_theatre,2-Nitrofluorene,NA
158,chem_theatre,2-Nitronaphthalene,NA
158,chem_theatre,2OH-BDE68,NA
158,chem_theatre,"3,8-Cl2Flu",25911-52-8
158,chem_theatre,3-BrFlu,13438-50-1
158,chem_theatre,3-BrPhe,62162-97-4
158,chem_theatre,3-ClFlu,25911-51-7
158,chem_theatre,3-ClPhe,715-51-5
158,chem_theatre,3-Nitrophenanthrene,NA
158,chem_theatre,3'OH-CB118,170946-11-9
158,chem_theatre,3'OH-CB138,149589-59-3
158,chem_theatre,3'OH-CB180,158076-69-8
158,chem_theatre,3'OH-CB180,NA
158,chem_theatre,3'OH-CB182+183,NA
158,chem_theatre,3'OH-CB184,941713-69-5
158,chem_theatre,3'OH-CB184,NA
158,chem_theatre,40K,13966-00-2
158,chem_theatre,4-BrPyr,1732-26-9
158,chem_theatre,4H-Cyclopenta[def]phenanthrene,203-64-5
158,chem_theatre,4-MBC,36861-47-9
158,chem_theatre,4-Nitropyrene,NA
158,chem_theatre,4'OH-CB101+120,NA
158,chem_theatre,4OH-CB107+4'OH-CB108,NA
158,chem_theatre,4'OH-CB130,158076-62-1
158,chem_theatre,4OH-CB134,941713-64-0
158,chem_theatre,4OH-CB146,145413-90-7
158,chem_theatre,4'OH-CB159,158076-63-2
158,chem_theatre,4'OH-CB172,158076-64-3
158,chem_theatre,4'OH-CB172,NA
158,chem_theatre,4OH-CB177,941713-68-4
158,chem_theatre,4OH-CB177,NA
158,chem_theatre,4OH-CB178,356033-96-0
158,chem_theatre,4OH-CB178,NA
158,chem_theatre,4OH-CB187,158076-68-7
158,chem_theatre,4OH-CB187,NA
158,chem_theatre,4'OH-CB198+3'OH-CB203,NA
158,chem_theatre,4'OH-CB199,473230-69-2
158,chem_theatre,4'OH-CB199,NA
158,chem_theatre,4OH-CB201,941713-70-8
158,chem_theatre,4OH-CB202,907591-82-6
158,chem_theatre,4OH-CB202,NA
158,chem_theatre,4'OH-CB79,111810-41-4
158,chem_theatre,5-BrAna,2051-98-1
158,chem_theatre,6-ClBaP,21248-01-1
158,chem_theatre,6-Methylprednisolone,83-43-2
158,chem_theatre,6-Nitrochrycene,NA
158,chem_theatre,6OH-BDE47,NA
158,chem_theatre,"7,12-ClBaA",63021-10-3
158,chem_theatre,7-BrBaA,32795-84-9
158,chem_theatre,7-ClBaA,20268-52-4
158,chem_theatre,8:2 FTCA,NA
158,chem_theatre,8:2 FTUCA,NA
158,chem_theatre,"9,10-Br2Ant",523-27-3
158,chem_theatre,"9,10-Br2Phe",15810-15-8
158,chem_theatre,"9,10-Cl2Phe",17219-94-2
158,chem_theatre,9-BrAnt,1564-64-3
158,chem_theatre,9-BrPhe,573-17-1
158,chem_theatre,9-ClAnt,716-53-0
158,chem_theatre,9-ClFle,6630-65-5
158,chem_theatre,9-ClPhe/2-ClPhe,NA
158,chem_theatre,9-Nitrophenanthrene,NA
158,chem_theatre,Acenaphthene,83-32-9
158,chem_theatre,Acenaphthylene,208-96-8
158,chem_theatre,Ag,7440-22-4
158,chem_theatre,Al,7429-90-5
158,chem_theatre,Aldrin,NA
158,chem_theatre,Anthracene,120-12-7
158,chem_theatre,anti-DP,13560-89-9
158,chem_theatre,Arsenate,15584-04-0
158,chem_theatre,Arsenite,15502-74-6
158,chem_theatre,Arsenobetaine,64436-13-1
158,chem_theatre,Arsenocholine,39895-81-3
158,chem_theatre,Ba,7440-39-3
158,chem_theatre,BATE,99717-56-3
158,chem_theatre,BDE100,189084-64-8
158,chem_theatre,BDE15,2050-47-7
158,chem_theatre,BDE153,68631-49-2
158,chem_theatre,BDE154,207122-15-4
158,chem_theatre,BDE183,207122-16-5
158,chem_theatre,BDE196,446255-39-6
158,chem_theatre,BDE197,117964-21-3
158,chem_theatre,BDE206,63387-28-0
158,chem_theatre,BDE207,437701-79-6
158,chem_theatre,BDE209,1163-19-5
158,chem_theatre,BDE28,41318-75-6
158,chem_theatre,BDE3,101-55-3
158,chem_theatre,BDE47,5436-43-1
158,chem_theatre,BDE99,60348-60-9
158,chem_theatre,BEH-TEBP,26040-51-7
158,chem_theatre,Benz(a)anthracene,56-55-3
158,chem_theatre,Benzo(a)pyrene,50-32-8
158,chem_theatre,Benzo(b)fluoranthene,205-99-2
158,chem_theatre,Benzo(e)pyrene,192-97-2
158,chem_theatre,"Benzo(g,h,i)perylene",191-24-2
158,chem_theatre,Benzo(k)fluoranthene,207-08-9
158,chem_theatre,"Betamethasone 17,21-dipropionate",5593-20-4
158,chem_theatre,Betamethasone 17-valerate,2152-44-5
158,chem_theatre,Bezafibrate,41859-67-0
158,chem_theatre,Bi,7440-69-9
158,chem_theatre,BPA,NA
158,chem_theatre,BTBPE,37853-59-1
158,chem_theatre,BTs,NA
158,chem_theatre,Butyl paraben,94-26-8
158,chem_theatre,C1-Anthracene,26914-18-1
158,chem_theatre,C1-Chrysene,41637-90-5
158,chem_theatre,C1-Dibenzothiophene,30995-64-3
158,chem_theatre,C1-Fluorene,26914-17-0
158,chem_theatre,C1-Naphthalene,1321-94-4
158,chem_theatre,C2-Anthracene,29063-00-1
158,chem_theatre,C2-Chrysene,41637-92-7
158,chem_theatre,C2-Dibenzothiophene,70021-47-5
158,chem_theatre,C2-Fluorene,30582-01-5
158,chem_theatre,C2-Naphthalene,28804-88-8
158,chem_theatre,C2-Pyrene,30582-03-7
158,chem_theatre,C3-Anthracene,27358-28-7
158,chem_theatre,C3-Chrysene,60826-77-9
158,chem_theatre,C3-Dibenzothiophene,70021-48-6
158,chem_theatre,C3-Fluorene,30582-02-6
158,chem_theatre,C3-Naphthalene,28652-77-9
158,chem_theatre,C3-Pyrene,41637-88-1
158,chem_theatre,C4-Anthracene,137284-64-1
158,chem_theatre,C4-Dibenzothiophene,113547-12-9
158,chem_theatre,C4-Naphthalene,28652-74-6
158,chem_theatre,Carbamazepine,298-46-4
158,chem_theatre,Cd,7440-43-9
158,chem_theatre,CHLs,NA
158,chem_theatre,Chrysene,218-01-9
158,chem_theatre,cis-Chlordane,5103-71-9
158,chem_theatre,cis-nonachlor,5103-73-1
158,chem_theatre,Clobetasol propionate,25122-46-7
158,chem_theatre,Clobetasone butyrate,25122-57-0
158,chem_theatre,Co,7440-48-4
158,chem_theatre,Cortisol,50-23-7
158,chem_theatre,Cr,7440-47-3
158,chem_theatre,Crotamiton,483-63-6
158,chem_theatre,Cs,7440-46-2
158,chem_theatre,Cu,7440-50-8
158,chem_theatre,DBDPE,84852-53-9
158,chem_theatre,DBT,1191-48-6
158,chem_theatre,DCOIT,64359-81-5
158,chem_theatre,DDTs,NA
158,chem_theatre,Decamethylcyclopentasiloxane,541-02-6
158,chem_theatre,Decamethyltetrasiloxane,141-62-8
158,chem_theatre,Dexamethasone,NA
158,chem_theatre,DiBDDs,NA
158,chem_theatre,DiBDFs,NA
158,chem_theatre,"Dibenz(a,h)anthracene",53-70-3
158,chem_theatre,Dibenzothiophene,132-65-0
158,chem_theatre,DiBMoCDDs,NA
158,chem_theatre,Diclofenac,15307-86-5
158,chem_theatre,Dieldrin,60-57-1
158,chem_theatre,Difluprednate,23674-86-4
158,chem_theatre,Diltiazem,42399-41-7
158,chem_theatre,Dimethylarsinic acid,75-60-5
158,chem_theatre,Diphenhydramine,58-73-1
158,chem_theatre,DMDC,7234-39-1
158,chem_theatre,Dodecamethylcyclohexasiloxane,540-97-6
158,chem_theatre,Dodecamethylpentasiloxane,141-63-9
158,chem_theatre,DOT,60004-29-7
158,chem_theatre,DPT,1011-95-6
158,chem_theatre,DPTE,35109-60-5
158,chem_theatre,E1,NA
158,chem_theatre,E1-3-sulfate,7280-37-7
158,chem_theatre,E2,NA
158,chem_theatre,EHDPP,1241-94-7
158,chem_theatre,EHMC,5466-77-3
158,chem_theatre,EHS,118-60-5
158,chem_theatre,EH-TBB,183658-27-7
158,chem_theatre,Endosulfan-I,959-98-8
158,chem_theatre,Endosulfan-II,33213-65-9
158,chem_theatre,Endosulfan S,NA
158,chem_theatre,Endrin,72-20-8
158,chem_theatre,Endrin aldehyde,7421-93-4
158,chem_theatre,Endrin ketone,53494-70-5
158,chem_theatre,Ethyl paraben,120-47-8
158,chem_theatre,Fe,7439-89-6
158,chem_theatre,Fenofibric acid,42017-89-0
158,chem_theatre,Fluoranthene,206-44-0
158,chem_theatre,Fluorene,86-73-7
158,chem_theatre,FOSA,NA
158,chem_theatre,FOSAA,NA
158,chem_theatre,Ga,7440-55-3
158,chem_theatre,Haloperidol,52-86-8
158,chem_theatre,HBBz,87-82-1
158,chem_theatre,HBCD,134237-50-6
158,chem_theatre,HBCD,134237-51-7
158,chem_theatre,HBCD,134237-52-8
158,chem_theatre,HBCDs,NA
158,chem_theatre,HCB,118-74-1
158,chem_theatre,HCDBCO,51936-55-1
158,chem_theatre,HCH,319-84-6
158,chem_theatre,HCH,319-85-7
158,chem_theatre,HCH,319-86-8
158,chem_theatre,HCH,58-89-9
158,chem_theatre,HCHs,NA
158,chem_theatre,Heptachlor,76-44-8
158,chem_theatre,Heptachlor epoxide,1024-57-3
158,chem_theatre,Hexamethylcyclotrisiloxane,541-05-9
158,chem_theatre,Hg 0 (g),7439-97-6
158,chem_theatre,HO-TrBMoCDE,NA
158,chem_theatre,HpBDFs,NA
158,chem_theatre,HxBDDs,NA
158,chem_theatre,HxBDFs,NA
158,chem_theatre,In,7440-74-6
158,chem_theatre,"Indeno(1,2,3-cd)pyrene",193-39-5
158,chem_theatre,Indomethacin,53-86-1
158,chem_theatre,Li,7439-93-2
158,chem_theatre,Losartan,114798-26-4
158,chem_theatre,MBT,2406-65-7
158,chem_theatre,Mefenamic acid,61-68-7
158,chem_theatre,MeHg,22967-92-6
158,chem_theatre,Methoxychlor,72-43-5
158,chem_theatre,Methylarsonic acid,124-58-3
158,chem_theatre,Methyl paraben,99-76-3
158,chem_theatre,methylphenanthrene,NA
158,chem_theatre,Mg,7439-95-4
158,chem_theatre,Mirex,2385-85-5
158,chem_theatre,Mn,7439-96-5
158,chem_theatre,Mo,7439-98-7
158,chem_theatre,MoBDFs,NA
158,chem_theatre,Monomethylarsonic acid,NA
158,chem_theatre,MOT,15231-57-9
158,chem_theatre,Naphthalene,91-20-3
158,chem_theatre,NEtFOSAA,NA
158,chem_theatre,NEtFOSE,NA
158,chem_theatre,Ni,7440-02-0
158,chem_theatre,NMeFOSAA,NA
158,chem_theatre,NMeFOSE,NA
158,chem_theatre,"N,N-Diethyl-3-methylbenzamide",94271-03-1
158,chem_theatre,Norsertaline,91797-58-9
158,chem_theatre,NP,NA
158,chem_theatre,NPAHs,NA
158,chem_theatre,OBDD,2170-45-8
158,chem_theatre,OBDF,103582-29-2
158,chem_theatre,OBIND,155613-93-7
158,chem_theatre,OctaCDD,3268-87-9
158,chem_theatre,OctaCDF,39001-02-0
158,chem_theatre,Octamethylcyclotetrasiloxane,556-67-2
158,chem_theatre,Octamethyltrisiloxane,107-51-7
158,chem_theatre,octyltins,NA
158,chem_theatre,OD-PABA,21245-02-3
158,chem_theatre,OH-hepta-PCB,NA
158,chem_theatre,OH-hexa-PCB,NA
158,chem_theatre,OH-octa-PCB,NA
158,chem_theatre,OH-PCB,NA
158,chem_theatre,OH-penta-PCB,NA
158,chem_theatre,OH-tetra-PCB,NA
158,chem_theatre,OP,NA
158,chem_theatre,Oxychlordane,27304-13-8
158,chem_theatre,PAHs,NA
158,chem_theatre,Pb,7439-92-1
158,chem_theatre,PBBA,NA
158,chem_theatre,PBBz,608-90-2
158,chem_theatre,PBDEs,NA
158,chem_theatre,PBEB,85-22-3
158,chem_theatre,PBT,87-83-2
158,chem_theatre,PCB1,2051-60-7
158,chem_theatre,PCB101,37680-73-2
158,chem_theatre,PCB104,56558-16-8
158,chem_theatre,PCB105,32598-14-4
158,chem_theatre,PCB110,38380-03-9
158,chem_theatre,PCB114,74472-37-0
158,chem_theatre,PCB118,31508-00-6
158,chem_theatre,PCB118+PCB149,NA
158,chem_theatre,PCB119,56558-17-9
158,chem_theatre,PCB123,65510-44-3
158,chem_theatre,PCB126,57465-28-8
158,chem_theatre,PCB128,38380-07-3
158,chem_theatre,PCB138,35065-28-2
158,chem_theatre,PCB149,38380-04-0
158,chem_theatre,PCB15,2050-68-2
158,chem_theatre,PCB151,52663-63-5
158,chem_theatre,PCB153,35065-27-1
158,chem_theatre,PCB155,33979-03-2
158,chem_theatre,PCB156,38380-08-4
158,chem_theatre,PCB156+PCB171,NA
158,chem_theatre,PCB157,69782-90-7
158,chem_theatre,PCB157+PCB202,NA
158,chem_theatre,PCB158,74472-42-7
158,chem_theatre,PCB15+PCB18,NA
158,chem_theatre,PCB167,52663-72-6
158,chem_theatre,PCB168,59291-65-5
158,chem_theatre,PCB169,32774-16-6
158,chem_theatre,PCB170,35065-30-6
158,chem_theatre,PCB171,52663-71-5
158,chem_theatre,PCB177,52663-70-4
158,chem_theatre,PCB178,52663-67-9
158,chem_theatre,PCB18,37680-65-2
158,chem_theatre,PCB180,35065-29-3
158,chem_theatre,PCB183,52663-69-1
158,chem_theatre,PCB187,52663-68-0
158,chem_theatre,PCB187+PCB128,NA
158,chem_theatre,PCB188,74487-85-7
158,chem_theatre,PCB189,39635-31-9
158,chem_theatre,PCB19,38444-73-4
158,chem_theatre,PCB191,74472-50-7
158,chem_theatre,PCB194,35694-08-7
158,chem_theatre,PCB199,52663-75-9
158,chem_theatre,PCB201,40186-71-8
158,chem_theatre,PCB202,2136-99-4
158,chem_theatre,PCB205,74472-53-0
158,chem_theatre,PCB206,40186-72-9
158,chem_theatre,PCB208,52663-77-1
158,chem_theatre,PCB209,2051-24-3
158,chem_theatre,PCB22,38444-85-8
158,chem_theatre,PCB28,7012-37-5
158,chem_theatre,PCB3,2051-62-9
158,chem_theatre,PCB33,38444-86-9
158,chem_theatre,PCB37,38444-90-5
158,chem_theatre,PCB44,41464-39-5
158,chem_theatre,PCB49,41464-40-8
158,chem_theatre,PCB4+PCB10,NA
158,chem_theatre,PCB52,35693-99-3
158,chem_theatre,PCB54,15968-05-5
158,chem_theatre,PCB70,32598-11-1
158,chem_theatre,PCB74,32690-93-0
158,chem_theatre,PCB77,32598-13-3
158,chem_theatre,PCB8,34883-43-7
158,chem_theatre,PCB81,70362-50-4
158,chem_theatre,PCB87,38380-02-8
158,chem_theatre,PCB95,38379-99-6
158,chem_theatre,PCB99,38380-01-7
158,chem_theatre,PCBs,NA
158,chem_theatre,PCNs,NA
158,chem_theatre,PCP,599-64-4
158,chem_theatre,PCP,87-86-5
158,chem_theatre,PeBDDs,NA
158,chem_theatre,PeBDFs,NA
158,chem_theatre,Pentachlorobenzene,NA
158,chem_theatre,Perchlorate,14797-73-0
158,chem_theatre,Perylene,198-55-0
158,chem_theatre,PFBA,375-22-4
158,chem_theatre,PFBS,375-73-5
158,chem_theatre,PFDA,335-76-2
158,chem_theatre,PFDDA,307-55-1
158,chem_theatre,PFDS,335-77-3
158,chem_theatre,PFHpA,375-85-9
158,chem_theatre,PFHpDA,NA
158,chem_theatre,PFHpS,375-92-8
158,chem_theatre,PFHxA,307-24-4
158,chem_theatre,PFHxDA,NA
158,chem_theatre,PFHxPA,NA
158,chem_theatre,PFHxS,355-46-4
158,chem_theatre,PFNA,375-95-1
158,chem_theatre,PFNS,NA
158,chem_theatre,PFOA,335-67-1
158,chem_theatre,PFOS,1763-23-1
158,chem_theatre,PFPA,2706-90-3
158,chem_theatre,PFPeDA,NA
158,chem_theatre,PFTeDA,376-06-7
158,chem_theatre,PFTrDA,72629-94-8
158,chem_theatre,PFUA,2058-94-8
158,chem_theatre,Phenanthrene,85-01-8
158,chem_theatre,POC,NA
158,chem_theatre,"p,p'-DDD",72-54-8
158,chem_theatre,"p,p'-DDE",72-55-9
158,chem_theatre,"p,p'-DDT",50-29-3
158,chem_theatre,Predonisolone,50-24-8
158,chem_theatre,Propyl paraben,94-13-3
158,chem_theatre,pTBX,23488-38-2
158,chem_theatre,PTs,NA
158,chem_theatre,Pyrene,129-00-0
158,chem_theatre,Rb,7440-17-7
158,chem_theatre,Sb,7440-36-0
158,chem_theatre,Se,7782-49-2
158,chem_theatre,Sertraline,79617-96-2
158,chem_theatre,Sr,7440-24-6
158,chem_theatre,syn-DP,13560-89-9
158,chem_theatre,T23BPIC,52434-90-9
158,chem_theatre,TBBPA,79-94-7
158,chem_theatre,TBCT,39569-21-6
158,chem_theatre,TBEP,78-51-3
158,chem_theatre,TBT,36643-28-4
158,chem_theatre,TCP,1330-78-5
158,chem_theatre,TCPMe,27575-78-6
158,chem_theatre,TCPMOH,3010-80-8
158,chem_theatre,TeBDDs,NA
158,chem_theatre,TeBDFs,NA
158,chem_theatre,TEHP,78-42-2
158,chem_theatre,TEP,78-40-0
158,chem_theatre,Tetramethylarsonium iodide,5814-20-0
158,chem_theatre,THPFOS,NA
158,chem_theatre,Tl,7440-28-0
158,chem_theatre,TnBP,126-73-8
158,chem_theatre,TOCs,NA
158,chem_theatre,TOT,250252-89-2
158,chem_theatre,Total As,NA
158,chem_theatre,Total DPs,NA
158,chem_theatre,Total Hg,7439-97-6
158,chem_theatre,Total mono-ortho PCBs,NA
158,chem_theatre,Total non-ortho PCBs,NA
158,chem_theatre,Total PBDD/DFs,NA
158,chem_theatre,Total PBDDs,NA
158,chem_theatre,Total PBDFs,NA
158,chem_theatre,Total PCDD/Fs,NA
158,chem_theatre,Total PCDDs,NA
158,chem_theatre,Total PCDFs,NA
158,chem_theatre,Total Sn,NA
158,chem_theatre,Toxaphene 26,NA
158,chem_theatre,Toxaphene 50,NA
158,chem_theatre,Toxaphene 62,NA
158,chem_theatre,TPeP,2528-38-3
158,chem_theatre,TPhP,115-86-6
158,chem_theatre,TPrP,513-08-6
158,chem_theatre,TPT,668-34-8
158,chem_theatre,trans-Chlordane,5103-74-2
158,chem_theatre,trans-nonachlor,39765-80-5
158,chem_theatre,TrBDDs,NA
158,chem_theatre,TrBDFs,NA
158,chem_theatre,Triclocarban,101-20-2
158,chem_theatre,Triclosan,3380-34-5
158,chem_theatre,UV-234,70321-86-7
158,chem_theatre,UV-320,3846-71-7
158,chem_theatre,UV-326,3896-11-5
158,chem_theatre,UV-327,3864-99-1
158,chem_theatre,UV-328,25973-55-1
158,chem_theatre,UV-329,3147-75-9
158,chem_theatre,UV-9,2170-39-0
158,chem_theatre,UV-P,2440-22-4
158,chem_theatre,V,7440-62-2
158,chem_theatre,Zn,7440-66-6
160,epa_9potw,17 Alpha-Dihydroequilin,NA
160,epa_9potw,17 Alpha Estradiol,NA
160,epa_9potw,17 Alpha Ethinyl Estradiol,NA
160,epa_9potw,17 Beta Estradiol,NA
160,epa_9potw,"1,7-Dimethyl xanthine",NA
160,epa_9potw,"2,4'-DDD",NA
160,epa_9potw,"2,4'-DDE",NA
160,epa_9potw,"2,4'-DDT",NA
160,epa_9potw,"4,4'-DDD",NA
160,epa_9potw,"4,4'-DDE",NA
160,epa_9potw,"4,4'-DDT",NA
160,epa_9potw,4-Epianhydrochlortetracycline (EACTC),NA
160,epa_9potw,4-Epianhydrotetracycline (EATC),NA
160,epa_9potw,4-Epichlortetracycline (ECTC),NA
160,epa_9potw,4-Epioxytetracycline (EOTC),NA
160,epa_9potw,4-Epitetracycline (ETC),NA
160,epa_9potw,Acetaminophen,NA
160,epa_9potw,Albuterol,NA
160,epa_9potw,Aldrin,NA
160,epa_9potw,Alpha-BHC,NA
160,epa_9potw,Alpha-chlordane,NA
160,epa_9potw,Alpha-Zearalanol,NA
160,epa_9potw,Ametryn,NA
160,epa_9potw,Androstenedione,NA
160,epa_9potw,Androsterone,NA
160,epa_9potw,Anhydrochlortetracycline (ACTC),NA
160,epa_9potw,Anhydrotetracycline (ATC),NA
160,epa_9potw,Atrazine,NA
160,epa_9potw,Azinphos-methyl,NA
160,epa_9potw,Azithromycin,NA
160,epa_9potw,Beta-BHC,NA
160,epa_9potw,Beta Estradiol 3-Benzoate,NA
160,epa_9potw,Beta Estradiol 3- Benzoate,NA
160,epa_9potw,Beta Sitosterol,NA
160,epa_9potw,Beta Stigmastanol,NA
160,epa_9potw,BPA,NA
160,epa_9potw,Caffeine,NA
160,epa_9potw,Campesterol,NA
160,epa_9potw,Captan,NA
160,epa_9potw,Carbadox,NA
160,epa_9potw,Carbamazepine,NA
160,epa_9potw,Cefotaxime,NA
160,epa_9potw,Chlorotetracycline (CTC),NA
160,epa_9potw,Chlorothalonil,NA
160,epa_9potw,Chlorpyriphos,NA
160,epa_9potw,Chlorpyriphos-oxon,NA
160,epa_9potw,Cholestanol,NA
160,epa_9potw,Cholesterol,NA
160,epa_9potw,Cimetidine,NA
160,epa_9potw,Ciprofloxacin,NA
160,epa_9potw,Cis-Nonachlor,NA
160,epa_9potw,Cis-Permethrin,NA
160,epa_9potw,Clarithromycin,NA
160,epa_9potw,Clinafloxacin,NA
160,epa_9potw,Cloxacillin,NA
160,epa_9potw,Codeine,NA
160,epa_9potw,Coprostanol,NA
160,epa_9potw,Cotinine,NA
160,epa_9potw,Cyanazine,NA
160,epa_9potw,Cypermethrins,NA
160,epa_9potw,Dacthal,NA
160,epa_9potw,Dehydronifedipine,NA
160,epa_9potw,Delta-BHC,NA
160,epa_9potw,Demeclocycline,NA
160,epa_9potw,Desethyl atrazine,NA
160,epa_9potw,Desmosterol,NA
160,epa_9potw,Desogestrel,NA
160,epa_9potw,Diazinon,NA
160,epa_9potw,Diazinon oxon,NA
160,epa_9potw,Dieldrin,NA
160,epa_9potw,Digoxigenin,NA
160,epa_9potw,Digoxin,NA
160,epa_9potw,Diltiazem,NA
160,epa_9potw,Diphenhydramine,NA
160,epa_9potw,Disulfoton,NA
160,epa_9potw,Disulfoton sulfone,NA
160,epa_9potw,Doxycycline,NA
160,epa_9potw,Endosulfan I,NA
160,epa_9potw,Endosulfan II,NA
160,epa_9potw,Endosulfan sulfate,NA
160,epa_9potw,Endrin,NA
160,epa_9potw,Endrin Ketone,NA
160,epa_9potw,Enrofloxacin,NA
160,epa_9potw,Epicoprostanol,NA
160,epa_9potw,Equilenin,NA
160,epa_9potw,Equilin,NA
160,epa_9potw,Ergosterol,NA
160,epa_9potw,Erythromycin,NA
160,epa_9potw,Estriol,NA
160,epa_9potw,Estrone,NA
160,epa_9potw,Ethyl-parathion,NA
160,epa_9potw,Fenitrothion,NA
160,epa_9potw,Flumequine,NA
160,epa_9potw,Fluoxetine,NA
160,epa_9potw,Fonofos,NA
160,epa_9potw,Gamma-BHC,NA
160,epa_9potw,Gamma-chlordane,NA
160,epa_9potw,Gemfibrozil,NA
160,epa_9potw,Heptachlor,NA
160,epa_9potw,Heptachlor Epoxide,NA
160,epa_9potw,Hexachlorobenzene,NA
160,epa_9potw,Hexazinone,NA
160,epa_9potw,Ibuprofen,NA
160,epa_9potw,Isochlortetracycline (ICTC),NA
160,epa_9potw,Lincomycin,NA
160,epa_9potw,Lomefloxacin,NA
160,epa_9potw,Malathion,NA
160,epa_9potw,Mestranol,NA
160,epa_9potw,Metformin,NA
160,epa_9potw,Methamidophos,NA
160,epa_9potw,Methoxychlor,NA
160,epa_9potw,Methyl-chlorpyriphos,NA
160,epa_9potw,Methyl-parathion,NA
160,epa_9potw,Metribuzin,NA
160,epa_9potw,Miconazole,NA
160,epa_9potw,Minocycline,NA
