name,reported_media,harmonized_media
fda,"Grapes (red/green), raw",vegetation
fda,"Green beans, fresh/frozen, boiled",vegetation
fda,"Lettuce, iceberg, raw",vegetation
fda,"Lettuce, iceburg, raw",vegetation
fda,"Lettuce, leaf, raw",vegetation
fda,"Lima beans, immature, frozen, boiled",vegetation
fda,"Milk, chocolate, lowfat, fluid",vegetation
fda,"Milk, lowfat (2%), fluid",vegetation
fda,"Milk, skim, fluid",vegetation
fda,"Milk, whole, fluid",vegetation
fda,"Mixed vegetables, frozen, boiled",vegetation
fda,"Mushrooms, raw",vegetation
fda,"Okra, fresh/frozen, boiled",vegetation
fda,"Onion, mature, raw",vegetation
fda,"Orange (navel/Valencia), raw",vegetation
fda,"Peach, raw/frozen",vegetation
fda,"Pear, raw (w/ peel)",vegetation
fda,"Peas, green, fresh/frozen, boiled",vegetation
fda,"Pepper, sweet, green, raw",vegetation
fda,"Potato, baked (w/ peel)",vegetation
fda,Raisins,vegetation
fda,"Spinach, fresh/frozen, boiled",vegetation
fda,"Squash, winter (Hubbard or acorn), fresh/frozen, boiled",vegetation
fda,"Squash, winter (Hubbard/acorn), fresh/frozen, boiled",vegetation
fda,"Strawberries, raw/frozen",vegetation
fda,"Summer squash, fresh/frozen, boiled",vegetation
fda,"Tomato, raw",vegetation
fda,"Watermelon, raw/frozen",vegetation
ctd,plant leaf,vegetation
ctd,tobacco,vegetation
ctd,"rice, brown",vegetation
ctd,beetroot,vegetation
ctd,"lettuce, butterhead",vegetation
ctd,carrot,vegetation
ctd,cucumber,vegetation
ctd,"lettuce, iceberg",vegetation
ctd,potato,vegetation
ctd,radish,vegetation
ctd,tomato,vegetation
ctd,"cabbage, white",vegetation
ctd,plant,vegetation
ctd,rice,vegetation
chem_theatre,Greywater,"wastewater (influent, effluent)"
chem_theatre,wastewater,"wastewater (influent, effluent)"
ctd,"waste water, laundry","wastewater (influent, effluent)"
ctd,"waste, industrial","wastewater (influent, effluent)"
usgs_tissue,Abacaria,wildlife (aquatic invertebrate)
usgs_tissue,Acanthaxius formosa,wildlife (aquatic invertebrate)
usgs_tissue,Actinonaias pectorosa,wildlife (aquatic invertebrate)
usgs_tissue,Amphipoda,wildlife (aquatic invertebrate)
usgs_tissue,Anaspidacea,wildlife (aquatic invertebrate)
usgs_tissue,Artemia franciscana,wildlife (aquatic invertebrate)
usgs_tissue,Astacidae,wildlife (aquatic invertebrate)
usgs_tissue,Astacoidea,wildlife (aquatic invertebrate)
usgs_tissue,Astacus,wildlife (aquatic invertebrate)
usgs_tissue,Balanus,wildlife (aquatic invertebrate)
usgs_tissue,Bivalvia,wildlife (aquatic invertebrate)
usgs_tissue,Callinectes sapidus,wildlife (aquatic invertebrate)
usgs_tissue,Cambaridae,wildlife (aquatic invertebrate)
usgs_tissue,Cerastoderma edule,wildlife (aquatic invertebrate)
usgs_tissue,Ceratopsyche,wildlife (aquatic invertebrate)
usgs_tissue,Congeria leucophaeta,wildlife (aquatic invertebrate)
usgs_tissue,Corbicula,wildlife (aquatic invertebrate)
usgs_tissue,Corbicula fluminea,wildlife (aquatic invertebrate)
usgs_tissue,Corbicula manilensis,wildlife (aquatic invertebrate)
usgs_tissue,Crassostrea gigas,wildlife (aquatic invertebrate)
usgs_tissue,Crassostrea virginica,wildlife (aquatic invertebrate)
usgs_tissue,Cyathura polita,wildlife (aquatic invertebrate)
usgs_tissue,Decapoda,wildlife (aquatic invertebrate)
usgs_tissue,Elliptio,wildlife (aquatic invertebrate)
usgs_tissue,Elliptio complanata,wildlife (aquatic invertebrate)
usgs_tissue,Farfantepenaeus aztecus,wildlife (aquatic invertebrate)
usgs_tissue,Farfantepenaeus duorarum,wildlife (aquatic invertebrate)
usgs_tissue,Homarus americanus,wildlife (aquatic invertebrate)
usgs_tissue,Hyalella azteca,wildlife (aquatic invertebrate)
usgs_tissue,Ischadium recurvum,wildlife (aquatic invertebrate)
usgs_tissue,Juga,wildlife (aquatic invertebrate)
usgs_tissue,Juga plicifera,wildlife (aquatic invertebrate)
usgs_tissue,Leptocheirus plumulosus,wildlife (aquatic invertebrate)
usgs_tissue,Litopenaeus setiferus,wildlife (aquatic invertebrate)
usgs_tissue,Lumbriculus,wildlife (aquatic invertebrate)
usgs_tissue,Lumbriculus variegatus,wildlife (aquatic invertebrate)
usgs_tissue,Macoma,wildlife (aquatic invertebrate)
usgs_tissue,Macoma balthica,wildlife (aquatic invertebrate)
usgs_tissue,Marenzelleria viridis,wildlife (aquatic invertebrate)
usgs_tissue,Mercenaria mercenaria,wildlife (aquatic invertebrate)
usgs_tissue,Metacarcinus magister,wildlife (aquatic invertebrate)
usgs_tissue,Mya arenaria,wildlife (aquatic invertebrate)
usgs_tissue,Mytilus californianus,wildlife (aquatic invertebrate)
usgs_tissue,Mytilus edulis,wildlife (aquatic invertebrate)
